mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8621958255767822,0.02570988046108351,0.09129152297973633,0.009254012856936753,200,4,2,1.0,4,balanced,"{'model__n_estimators': 200, 'model__min_samples_split': 4, 'model__min_samples_leaf': 2, 'model__max_features': 1.0, 'model__max_depth': 4, 'model__class_weight': 'balanced'}",0.9444444444444444,0.8888888888888888,0.8359788359788359,0.8703703703703703,0.8431372549019608,0.8765639589169,0.03889092824439506,47
1.5687362194061278,0.03233346287073309,0.1439594268798828,0.01274074020165651,400,4,3,0.7,,,"{'model__n_estimators': 400, 'model__min_samples_split': 4, 'model__min_samples_leaf': 3, 'model__max_features': 0.7, 'model__max_depth': None, 'model__class_weight': None}",0.9365079365079365,0.8941798941798942,0.8518518518518519,0.8862433862433863,0.8571428571428571,0.8851851851851851,0.030376084855888524,33
4.197061967849732,0.8979077984760817,0.3029971122741699,0.08566939002989815,800,2,3,1.0,,,"{'model__n_estimators': 800, 'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_features': 1.0, 'model__max_depth': None, 'model__class_weight': None}",0.9232804232804233,0.8941798941798942,0.8412698412698413,0.8862433862433863,0.8515406162464986,0.8793028322440086,0.029734746726892046,41
2.057634973526001,0.08986036781916455,0.25439133644104006,0.07712035508956752,600,2,3,log2,,balanced,"{'model__n_estimators': 600, 'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_features': 'log2', 'model__max_depth': None, 'model__class_weight': 'balanced'}",0.9206349206349206,0.8941798941798942,0.8783068783068784,0.8597883597883598,0.907563025210084,0.8920946156240275,0.02141011423761533,8
2.7506285190582274,0.9282143760675854,0.23808484077453612,0.04538381787821107,600,4,5,sqrt,8,balanced,"{'model__n_estimators': 600, 'model__min_samples_split': 4, 'model__min_samples_leaf': 5, 'model__max_features': 'sqrt', 'model__max_depth': 8, 'model__class_weight': 'balanced'}",0.9153439153439153,0.8915343915343916,0.8703703703703703,0.8677248677248678,0.9047619047619047,0.8899470899470898,0.018676574174309808,15
1.3687233924865723,0.025676709638002795,0.14170446395874023,0.004469246427400359,400,2,5,sqrt,6,balanced,"{'model__n_estimators': 400, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}",0.917989417989418,0.8915343915343916,0.873015873015873,0.873015873015873,0.9075630252100839,0.892623716153128,0.018092669442966076,7
3.5113383293151856,0.893975575620956,0.29474925994873047,0.0750845092878454,800,4,3,sqrt,4,balanced,"{'model__n_estimators': 800, 'model__min_samples_split': 4, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 4, 'model__class_weight': 'balanced'}",0.9232804232804234,0.8994708994708994,0.8756613756613757,0.873015873015873,0.907563025210084,0.8957983193277311,0.019140002859182204,1
1.3631136894226075,0.03757416615827016,0.1513948917388916,0.01377377794375045,400,6,2,sqrt,6,balanced,"{'model__n_estimators': 400, 'model__min_samples_split': 6, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 6, 'model__class_weight': 'balanced'}",0.9153439153439153,0.8862433862433863,0.8809523809523809,0.8677248677248677,0.9047619047619048,0.8910052910052911,0.017013688032606923,10
0.8580013275146484,0.011060793855684656,0.09644532203674316,0.0035009633386556636,200,10,2,1.0,6,balanced,"{'model__n_estimators': 200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 1.0, 'model__max_depth': 6, 'model__class_weight': 'balanced'}",0.9338624338624338,0.8915343915343915,0.8333333333333334,0.8677248677248678,0.8403361344537815,0.8733582321817617,0.036647830634609274,50
1.8710790157318116,0.3724239022130203,0.21109514236450194,0.0625719236755303,400,6,1,0.5,12,balanced,"{'model__n_estimators': 400, 'model__min_samples_split': 6, 'model__min_samples_leaf': 1, 'model__max_features': 0.5, 'model__max_depth': 12, 'model__class_weight': 'balanced'}",0.9444444444444444,0.8915343915343915,0.8544973544973544,0.8650793650793651,0.8711484593837535,0.8853408029878619,0.03192136516628165,30
